Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
1020;21101034376;"Journal of Time Use Research";journal;"26647958";0,173;Q3;2;3;10;143;9;10;0,50;47,67;75,00;0;2;Belgium;Western Europe;"International Association for Time Use Research";"2020-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
1021;4700152709;"Progress in Industrial Ecology";journal;"14788764, 14768917";0,173;Q3;24;15;33;760;27;32;0,71;50,67;30,00;0;9;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2010, 2012-2020, 2022-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Development (Q4); Ecology (Q4); Management, Monitoring, Policy and Law (Q4); Waste Management and Disposal (Q4)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
1022;19900191976;"DLSU Business and Economics Review";journal;"01167111";0,172;Q3;13;22;71;1005;50;68;0,70;45,68;27,59;0;12;Philippines;Asiatic Region;"De la Salle University";"2008-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Accounting (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1023;21100925894;"Humanities and Social Sciences Letters";journal;"23125659, 23124318";0,172;Q3;7;43;131;1921;117;131;0,80;44,67;38,00;0;20;United States;Northern America;"Conscientia Beam";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1024;19900191763;"New Zealand Economic Papers";journal;"00779954, 19434863";0,172;Q3;16;36;68;1134;59;51;0,88;31,50;36,00;3;23;United Kingdom;Western Europe;"Routledge";"1966, 1968-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1025;21101089565;"Review of Integrative Business and Economics Research";journal;"24146722, 23041013";0,171;Q3;7;26;129;1248;72;129;0,40;48,00;36,36;0;11;China;Asiatic Region;"GMP Press &amp; Printing Co.";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1026;16164;"Review of Pacific Basin Financial Markets and Policies";journal;"17936705, 02190915";0,171;Q4;20;32;99;1721;77;98;0,37;53,78;36,92;0;12;Singapore;Asiatic Region;"World Scientific";"2003-2023";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
1027;17500154910;"Afro-Asian Journal of Finance and Accounting";journal;"17516455, 17516447";0,170;Q4;15;40;112;2224;61;111;0,50;55,60;46,48;0;18;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2009-2023";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1028;21101113609;"Asian Journal of Economic Modelling";journal;"23123656";0,169;Q3;5;10;54;579;41;54;0,91;57,90;28,57;0;8;United States;Northern America;"Asian Economic and Social Society";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Development (Q4); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1029;21100400180;"Law and Economics Yearly Review";journal;"20509014";0,169;Q3;7;6;72;350;28;69;0,09;58,33;14,29;0;3;United Kingdom;Western Europe;"Queen Mary University of London";"2012-2022";"Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3)";"Economics, Econometrics and Finance; Social Sciences"
1030;21101041870;"Management and Accounting Review";journal;"26007975";0,169;Q4;6;51;84;2537;77;84;0,95;49,75;46,83;0;25;Malaysia;Asiatic Region;"Universiti Teknologi Mara";"2018-2023";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1031;21100933895;"Resource Recovery and Reuse";book series;"24780510, 24780529";0,169;Q3;3;2;5;65;5;5;0,33;32,50;50,00;1;1;Sri Lanka;Asiatic Region;"International Water Management Institute";"2019-2021, 2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Development (Q4); Health, Toxicology and Mutagenesis (Q4); Management, Monitoring, Policy and Law (Q4); Waste Management and Disposal (Q4); Water Science and Technology (Q4)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
1032;21100935074;"British Tax Review";journal;"00071870";0,168;Q4;3;27;157;910;20;67;0,11;33,70;18,18;0;12;United States;Northern America;"Thomson Reuters";"2019-2023";"Law (Q3); Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1033;21100464774;"Journal of Operational Risk";journal;"17446740, 17552710";0,168;Q4;15;16;47;781;26;47;0,45;48,81;30,00;0;11;United States;Northern America;"Incisive Media Ltd.";"2011-2023";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1034;21100211765;"Korean Economic Review";journal;"02543737";0,168;Q3;8;17;46;490;12;46;0,34;28,82;27,27;0;8;South Korea;Asiatic Region;"The Korean Economic Association";"2012-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1035;19900192544;"Trziste";journal;"03534790";0,168;Q3;10;15;56;826;46;47;0,78;55,07;44,44;0;2;Croatia;Eastern Europe;"University of Zagreb";"2011-2023";"Economics, Econometrics and Finance (miscellaneous) (Q3); Marketing (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1036;21101087774;"China Journal of Economics";journal;"20957254";0,166;Q3;4;36;109;1579;38;109;0,36;43,86;31,71;0;25;China;Asiatic Region;"Tsinghua University Press";"2019-2022";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
1037;21101020022;"Economic Horizons";journal;"1450863X, 22179232";0,166;Q4;5;14;60;456;33;55;0,50;32,57;22,73;0;8;Serbia;Eastern Europe;"University of Kragujevac - Faculty of Economics";"2019-2023";"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1038;21101023274;"Finance";journal;"21010145, 07526180";0,166;Q4;3;9;21;438;18;21;1,08;48,67;33,33;0;2;France;Western Europe;"Presses Universitaires de Grenoble";"2019-2023";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1039;19700176606;"Malaysian Journal of Consumer and Family Economics";journal;"15112802";0,166;Q4;8;50;137;3323;103;136;0,62;66,46;54,17;0;20;Malaysia;Asiatic Region;"Malaysian Consumer and Family Economics Association";"2007-2013, 2015-2023";"Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance"
1040;21100407629;"Revista Contabilidade e Financas";journal;"1808057X, 15197077";0,166;Q4;12;47;130;2234;90;126;0,59;47,53;37,29;0;14;Brazil;Latin America;"Universidade De Sao Paulo";"2015-2023";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1041;21100842860;"Revista Finanzas y Politica Economica";journal;"22486046, 20117663";0,166;Q4;7;20;70;814;52;68;0,73;40,70;30,77;0;9;Colombia;Latin America;"Universidad Catolica de Colombia";"2015-2023";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
1042;21100365076;"University of Pennsylvania Journal of International Law";journal;"19380283";0,166;Q4;13;16;49;3096;15;49;0,36;193,50;48,15;0;10;United States;Northern America;"University of Pennsylvania Law School";"2014-2023";"Law (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1043;21101023953;"Yearbook of Antitrust and Regulatory Studies";journal;"25450115, 16899024";0,166;Q4;7;17;60;361;20;52;0,29;21,24;55,56;0;8;Poland;Eastern Europe;"University of Warsaw";"2008-2022";"Law (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1044;21100891790;"African Journal of Business and Economic Research";journal;"17504554, 17504562";0,165;Q4;10;32;177;1481;95;171;0,49;46,28;23,88;0;19;United Kingdom;Western Europe;"Adonis &amp; Abbey Publishers Ltd.";"2006-2023";"Business and International Management (Q4); Economics and Econometrics (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1045;21100840076;"Journal of Economic Development";journal;"02548372";0,165;Q4;8;28;80;1372;44;79;0,44;49,00;28,00;0;18;South Korea;Asiatic Region;"Economic Research Institute of Chung-Ang University";"2017-2023";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
1046;21101050917;"Corporate Governance and Organizational Behavior Review";journal;"25211889, 25211870";0,164;Q4;7;129;134;7021;165;125;1,27;54,43;38,23;0;58;Ukraine;Eastern Europe;"Virtus Interpress";"2019-2023";"Finance (Q4); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
1047;21101081524;"Folia Oeconomica Stetinensia";journal;"17304237, 18980198";0,164;Q4;5;27;111;1158;63;111;0,96;42,89;50,85;0;16;Poland;Eastern Europe;"Sciendo";"2019-2023";"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1048;6700153280;"Economic Annals";journal;"00133264";0,163;Q4;15;21;63;1063;40;63;0,73;50,62;22,50;0;11;Serbia;Eastern Europe;"University of Belgrade";"2007-2023";"Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance"
1049;18200156703;"Journal of International Trade Law and Policy";journal;"14770024";0,163;Q4;12;14;31;650;24;31;0,81;46,43;50,00;0;13;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2002-2023";"Law (Q3); Political Science and International Relations (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Industrial Relations (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1050;21100824449;"Norteamerica";journal;"18703550, 24487228";0,162;Q4;6;23;72;1133;22;72;0,29;49,26;39,29;0;15;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2016-2023";"Cultural Studies (Q2); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Demography (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1051;5700163481;"Nova Economia";journal;"01036351, 19805381";0,162;Q4;12;27;106;1209;52;105;0,35;44,78;36,07;0;17;Brazil;Latin America;"Universidade de Minas Gerais";"2008-2023";"Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance"
1052;21101033834;"Review of Applied Socio-Economic Research";journal;"22476172";0,162;Q4;3;25;58;1034;32;53;0,57;41,36;46,51;0;8;Romania;Eastern Europe;"Pro Global Science Association";"2019-2023";"Social Sciences (miscellaneous) (Q3); Business and International Management (Q4); Economics and Econometrics (Q4); Management of Technology and Innovation (Q4); Marketing (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1053;12007;"Statisztikai Szemle";journal;"00390690";0,162;Q4;4;41;135;1511;37;135;0,25;36,85;30,00;0;16;Hungary;Eastern Europe;"Kozponti Statisztikai Hivatal";"1946, 1948, 1977-1999, 2019-2023";"Social Sciences (miscellaneous) (Q3); Applied Mathematics (Q4); Demography (Q4); Economics and Econometrics (Q4); Statistics and Probability (Q4)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
1054;21101163371;"Financial and Credit Activity: Problems of Theory and Practice";journal;"23064994, 23108770";0,161;Q4;5;236;251;7476;178;251;0,71;31,68;65,63;0;154;Ukraine;Eastern Europe;"Fintech Aliance LLC";"2022-2023";"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1055;21101028329;"Food Processing: Techniques and Technology";journal;"20749414, 23131748";0,161;Q4;7;73;227;2558;189;227;0,90;35,04;62,73;0;20;Russian Federation;Eastern Europe;"Kemerovo State University";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q4); Food Science (Q4); Industrial and Manufacturing Engineering (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Engineering"
1056;7600153108;"Hacienda Publica Espanola";journal;"02101173";0,161;Q4;16;18;67;875;33;67;0,59;48,61;44,83;0;13;Spain;Western Europe;"Instituto de Estudios Fiscales";"2007-2023";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
1057;53793;"Sudosteuropa";journal;"0722480X";0,161;Q4;6;0;27;0;27;27;0,00;0,00;0,00;0;0;Germany;Western Europe;"Walter de Gruyter";"1985, 1989-1990, 2018-2020";"Cultural Studies (Q2); History (Q2); Anthropology (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1058;21101040605;"Turyzm/Tourism";journal;"08675856, 20806922";0,161;Q4;11;25;90;1543;50;86;0,77;61,72;36,73;0;14;Poland;Eastern Europe;"Lodz University Press";"2001-2023";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Geography, Planning and Development (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1059;19200156908;"Annals of Economics and Finance";journal;"15297373";0,160;Q4;28;18;53;613;30;52;0,41;34,06;26,47;0;10;China;Asiatic Region;"Central University of Finance and Economics";"2000-2023";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
1060;15089;"Finance a Uver - Czech Journal of Economics and Finance";journal;"00151920";0,160;Q4;22;16;57;729;30;53;0,42;45,56;25,58;0;6;Czech Republic;Eastern Europe;"Faculty of Social Sciences";"1996-2023";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
1061;21100236616;"Nurture";journal;"19941633, 19941625";0,160;Q4;4;64;23;2852;28;23;1,41;44,56;43,45;0;32;United Kingdom;Western Europe;"Nurture Publishing Group";"2012-2023";"Economics and Econometrics (Q4); Education (Q4); Health (social science) (Q4); Nutrition and Dietetics (Q4)";"Economics, Econometrics and Finance; Nursing; Social Sciences"
1062;21100854766;"Public Sector Economics";journal;"24598860";0,160;Q4;10;5;60;247;41;60;0,78;49,40;66,67;0;5;Croatia;Eastern Europe;"Institute of Public Finance";"2017-2023";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
1063;21100815472;"Region: Regional Studies of Russia, Eastern Europe, and Central Asia";journal;"21650659, 21664307";0,160;Q4;8;6;38;48;14;33;0,15;8,00;71,43;0;1;United States;Northern America;"Slavica Publishers";"2012-2022";"History (Q2); Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
