Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
206;29114;"Engineering Optimization";journal;"0305215X, 10290273";0,621;Q2;76;183;367;6661;1204;367;3,04;36,40;25,34;0;37;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1974-2023";"Applied Mathematics (Q2); Computer Science Applications (Q2); Control and Optimization (Q2); Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Engineering; Mathematics"
207;10900153307;"Journal of Simulation";journal;"17477778, 17477786";0,621;Q2;31;79;100;4197;281;97;1,89;53,13;30,47;0;25;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2023";"Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Software (Q2)";"Computer Science; Decision Sciences; Engineering; Mathematics"
208;17700156756;"Journal of Asset Management";journal;"14708272, 1479179X";0,619;Q2;23;47;132;1907;351;127;1,91;40,57;28,89;0;9;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2023";"Business and International Management (Q2); Information Systems and Management (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences"
209;21100438074;"Journal of Modelling in Management";journal;"17465672, 17465664";0,619;Q2;40;81;187;5437;695;184;3,55;67,12;27,23;0;31;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2023";"Decision Sciences (miscellaneous) (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences"
210;12909;"Systems Research and Behavioral Science";journal;"10991743, 10927026";0,614;Q2;57;84;231;5173;774;214;2,03;61,58;34,81;1;22;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1996-2023";"Social Sciences (miscellaneous) (Q1); Information Systems and Management (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
211;21101151498;"Futures and Foresight Science";journal;"25735152";0,608;Q2;13;21;96;1159;142;33;1,58;55,19;10,00;2;7;United States;Northern America;"John Wiley and Sons Inc.";"2019-2023";"Business, Management and Accounting (miscellaneous) (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences"
212;21101046170;"Journal of Statistics and Data Science Education";journal;"26939169";0,606;Q2;37;45;108;1704;254;95;2,39;37,87;53,33;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2021-2023";"Education (Q2); Management Science and Operations Research (Q2); Statistics and Probability (Q2)";"Decision Sciences; Mathematics; Social Sciences"
213;23179;"Environmental and Ecological Statistics";journal;"13528505, 15733009";0,605;Q2;53;37;112;1552;391;106;3,25;41,95;34,40;0;12;Netherlands;Western Europe;"Springer Netherlands";"1994-2023";"Environmental Science (miscellaneous) (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Environmental Science; Mathematics"
214;16106;"Foresight";journal;"14659832, 14636689";0,601;Q2;40;58;133;4232;489;132;3,40;72,97;43,62;0;26;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2023";"Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
215;21100830431;"Service Science";journal;"21643970, 21643962";0,599;Q2;24;19;47;900;97;45;2,00;47,37;34,81;0;4;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"2015-2023";"Business and International Management (Q2); Management Science and Operations Research (Q2); Marketing (Q2); Modeling and Simulation (Q2)";"Business, Management and Accounting; Decision Sciences; Mathematics"
216;26928;"Stochastic Analysis and Applications";journal;"15329356, 07362994";0,599;Q2;41;54;155;1697;240;155;1,39;31,43;26,80;0;4;United States;Northern America;"Taylor and Francis Ltd.";"1983-2023";"Applied Mathematics (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
217;26386;"Electronic Communications in Probability";journal;"1083589X";0,595;Q2;38;61;214;1101;130;214;0,51;18,05;19,23;0;1;United States;Northern America;"Institute of Mathematical Statistics";"1996-2023";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
218;21100825516;"Random Matrices: Theory and Application";journal;"20103263, 20103271";0,593;Q2;20;26;107;815;101;106;0,96;31,35;29,17;0;0;Singapore;Asiatic Region;"World Scientific";"2012-2023";"Algebra and Number Theory (Q2); Discrete Mathematics and Combinatorics (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
219;21100450117;"International Journal of Information Systems and Project Management";journal;"21827788, 21827796";0,590;Q2;23;19;51;1072;174;48;3,06;56,42;25,64;0;1;Portugal;Western Europe;"SciKA";"2013-2023";"Information Systems and Management (Q2); Management Information Systems (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences"
220;23978;"Journal of Theoretical Probability";journal;"15729230, 08949840";0,588;Q2;43;122;279;3486;230;279;0,79;28,57;21,76;0;0;United States;Northern America;"Springer New York";"1988-2023";"Mathematics (miscellaneous) (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
221;19900192134;"Decision Sciences Journal of Innovative Education";journal;"15404609, 15404595";0,583;Q2;28;18;64;679;139;61;1,24;37,72;43,18;0;9;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2011-2023";"Business, Management and Accounting (miscellaneous) (Q2); Decision Sciences (miscellaneous) (Q2); Education (Q2)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
222;21100204505;"Australasian Journal of Information Systems";journal;"14498618, 13262238";0,582;Q2;29;20;108;1903;333;105;3,10;95,15;53,33;0;7;Australia;Pacific Region;"UQ Business School, The University of Queensland";"2007, 2009-2023";"Business, Management and Accounting (miscellaneous) (Q2); Information Systems (Q2); Information Systems and Management (Q2); Human-Computer Interaction (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
223;21101063736;"IFAC Journal of Systems and Control";journal;"24686018";0,582;Q2;13;20;71;791;156;71;2,31;39,55;18,00;0;5;United Kingdom;Western Europe;"Elsevier B.V.";"2017-2023";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Artificial Intelligence (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
224;19929;"Interfaces";journal;"00922102, 1526551X";0,581;Q2;69;0;98;0;153;95;1,29;0,00;0,00;0;0;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"1983-1988, 1996-2022";"Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences"
225;21100888787;"Annals of Economics and Statistics";journal;"21154430, 19683863";0,576;Q2;6;16;61;636;29;58;0,41;39,75;38,46;0;9;France;Western Europe;"Groupe des ecoles nationales d'economie et statistique";"2018-2023";"Social Sciences (miscellaneous) (Q1); Economics and Econometrics (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics; Social Sciences"
226;14188;"Statistica Neerlandica";journal;"00390402, 14679574";0,575;Q2;43;46;74;1306;120;69;1,56;28,39;22,12;0;2;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1946, 1948-2023";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
227;21100855822;"Cogent Business and Management";journal;"23311975";0,567;Q2;44;614;889;48184;3874;882;3,94;78,48;35,77;0;279;United Kingdom;Western Europe;"Cogent OA";"2014-2023";"Accounting (Q2); Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Management Science and Operations Research (Q2); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences"
228;21101024237;"Journal of Operational Meteorology";journal;"23256184";0,567;Q2;7;10;22;365;36;22;0,91;36,50;19,23;0;4;United States;Northern America;"National Weather Association";"2019-2023";"Computers in Earth Sciences (Q2); Management Science and Operations Research (Q2); Atmospheric Science (Q3)";"Decision Sciences; Earth and Planetary Sciences"
229;28930;"Computational Statistics";journal;"09434062";0,566;Q2;51;184;334;6217;568;327;1,59;33,79;25,72;0;13;Germany;Western Europe;"Springer Verlag";"1996-2023";"Computational Mathematics (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
230;20500195024;"Journal of Quantitative Analysis in Sports";journal;"21946388, 15590410";0,563;Q2;23;24;66;776;106;65;1,24;32,33;10,00;0;1;Germany;Western Europe;"Walter de Gruyter GmbH";"2011-2023";"Social Sciences (miscellaneous) (Q1); Decision Sciences (miscellaneous) (Q2)";"Decision Sciences; Social Sciences"
231;21774;"Managerial and Decision Economics";journal;"10991468, 01436570";0,555;Q2;61;314;554;17484;1574;552;2,95;55,68;38,76;2;138;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1980-2023";"Business and International Management (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Decision Sciences"
232;21100301413;"Journal of the Operations Research Society of China";journal;"21946698, 2194668X";0,554;Q3;20;114;151;3387;266;145;1,22;29,71;32,18;0;4;United States;Northern America;"Springer Science + Business Media";"2013-2023";"Applied Mathematics (Q2); Mathematics (miscellaneous) (Q2); Management Science and Operations Research (Q3)";"Decision Sciences; Mathematics"
233;23838;"Journal of Applied Probability";journal;"00219002";0,551;Q2;62;113;198;2975;186;198;0,88;26,33;20,92;0;4;United Kingdom;Western Europe;"Cambridge University Press";"1975-1979, 1981-1990, 1995-2023";"Mathematics (miscellaneous) (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
234;21100803571;"Digital Policy, Regulation and Governance";journal;"23985038";0,547;Q2;38;39;99;2696;303;92;2,46;69,13;41,94;0;26;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2023";"Computer Networks and Communications (Q2); Information Systems (Q2); Information Systems and Management (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences"
235;19700187807;"Information Security Journal";journal;"19393555, 19393547";0,546;Q2;32;37;93;1886;310;93;2,85;50,97;28,92;1;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2023";"Computer Science Applications (Q2); Information Systems and Management (Q2); Software (Q3)";"Computer Science; Decision Sciences"
236;12119;"Journal of Applied Statistics";journal;"02664763, 13600532";0,545;Q2;69;248;546;8644;995;529;1,60;34,85;30,53;2;72;United Kingdom;Western Europe;"Routledge";"1970-1971, 1973-2023";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
237;19700186884;"Journal of Data and Information Quality";journal;"19361963, 19361955";0,545;Q2;29;38;75;2154;201;73;2,41;56,68;24,44;0;4;United States;Northern America;"Association for Computing Machinery (ACM)";"2009-2023";"Information Systems (Q2); Information Systems and Management (Q2)";"Computer Science; Decision Sciences"
238;15688;"Journal of Information Systems";journal;"08887985, 15587959";0,537;Q2;44;24;97;1845;266;95;2,48;76,88;27,27;0;1;United States;Northern America;"American Accounting Association";"1991, 2009-2023";"Accounting (Q2); Information Systems (Q2); Information Systems and Management (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2); Human-Computer Interaction (Q3); Software (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences"
239;21805;"Mathematical Methods of Operations Research";journal;"14325217, 14322994";0,535;Q3;54;39;120;1158;141;116;1,03;29,69;23,33;0;1;Germany;Western Europe;"Physica-Verlag";"1996-2023";"Mathematics (miscellaneous) (Q2); Management Science and Operations Research (Q3); Software (Q3)";"Computer Science; Decision Sciences; Mathematics"
240;12837;"Metrika";journal;"1435926X, 00261335";0,535;Q2;46;65;141;2032;153;141;1,15;31,26;28,85;0;6;Germany;Western Europe;"Springer Verlag";"1958-2023";"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
241;4000152132;"International Journal of Biostatistics";journal;"15574679";0,534;Q2;44;46;82;1908;128;82;1,46;41,48;33,33;0;15;Germany;Western Europe;"Walter de Gruyter GmbH";"2006-2023";"Medicine (miscellaneous) (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics; Medicine"
242;21101122877;"Forecasting";journal;"25719394";0,532;Q2;15;36;141;2000;465;135;3,24;55,56;23,89;0;13;Switzerland;Western Europe;"";"2019-2023";"Economics, Econometrics and Finance (miscellaneous) (Q1); Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Decision Sciences (miscellaneous) (Q2)";"Computer Science; Decision Sciences; Economics, Econometrics and Finance"
243;145592;"Computational and Mathematical Organization Theory";journal;"1381298X";0,530;Q2;34;28;57;1163;146;56;2,53;41,54;33,60;0;5;Netherlands;Western Europe;"Kluwer Academic Publishers";"1995, 2005-2023";"Applied Mathematics (Q2); Computational Mathematics (Q2); Computer Science (miscellaneous) (Q2); Decision Sciences (miscellaneous) (Q2); Modeling and Simulation (Q2)";"Computer Science; Decision Sciences; Mathematics"
244;21100374809;"Journal of Science and Technology Policy Management";journal;"20534639, 20534620";0,529;Q3;28;117;118;9607;455;107;3,78;82,11;31,39;0;72;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2014-2023";"Industrial Relations (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2); Management Science and Operations Research (Q3)";"Business, Management and Accounting; Decision Sciences"
